barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,needsFetchReviewReason,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,userFlaggedDescription,originalMetaBriteBarcode,originalMetaBriteDescription,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,originalMetaBriteQuantityPurchased,pointsEarned,targetPrice,competitiveProduct,originalFinalPrice,originalMetaBriteItemPrice,deleted,priceAfterCoupon,metabriteCampaignId,_id_$oid
12000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,2.6,2.6,0,1269,0,4,,0,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,,,,PEPSI,,2.6,"PEPSI COLA, 12 OZ. CAN",,,0,,0,,,0,,PEPSI 12 OZ 12 PACK,600370250a720f05f3000090
76840580750,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,17.94,17.94,0,1272,0,3,,0,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,17.94,BEN & JERRY' S CHUNKY MONKEY PINT,,,179.4,,0,,,0,,BEN AND JERRYS ICE CREAM,600370250a720f05f3000090
815473013279,Borden 2% Reduced Fat Milk,8.4,8.4,0,1278,0,2,,0,,,,,,,,,,,BORDEN,,8.4,"BORDEN 2% MILK, 1/2 GAL",,,0,,0,,,0,,,600370250a720f05f3000090
28400643061,DORITOS TORTILLA CHIP NACHO CHEESE BAG 14.5 OZ,4.46,4.46,0,1282,0,1,,0,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,,,,DORITOS,,4.46,"DORITOS NACHO CHEESE, 28.5 OZ",,,0,,0,,,0,,DORITOS NACHO CHEESE MULTI SERVE,600370250a720f05f3000090
36000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,2.7,2.7,0,1285,0,1,,0,,,,,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",550b2565e4b001d5e9e4146f,,,,KLEENEX,,2.7,KLEENEX TRUSTED CARE FACIAL TISSUES,,,27,,0,,,0,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",600370250a720f05f3000090
,EMIL' S SAUSAGE MUSHROOM PIZZA,13.34,13.34,0,1288,0,2,,0,,,,,,,,,,,,,13.34,EMIL' S SAUSAGE MUSHROOM PIZZA,,,0,,0,,,0,,,600370250a720f05f3000090
36000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,6.4,6.4,0,1291,0,2,,0,,,,,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",550b2565e4b001d5e9e4146f,,,,KLEENEX,,6.4,KLEENEX TRUSTED CARE FACIAL TISSUES,,,64,,0,,,0,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",600370250a720f05f3000090
41000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,8.2,8.2,0,1294,0,5,,0,,,,,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,,,,KNORR,,8.2,KNORR CREAMY CHICKEN,,,82,,0,,,0,,KNORR SIDES,600370250a720f05f3000090
12000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,1.09,1.09,0,1300,0,1,,0,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,,,,PEPSI,,1.09,"PEPSI COLA, 12 OZ. CAN",,,0,,0,,,0,,PEPSI 12 OZ 12 PACK,600370250a720f05f3000090
28400643061,DORITOS TORTILLA CHIP NACHO CHEESE BAG 14.5 OZ,4.55,4.55,0,1303,0,1,,0,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,,,,DORITOS,,4.55,"DORITOS NACHO CHEESE, 28.5 OZ",,,0,,0,,,0,,DORITOS NACHO CHEESE MULTI SERVE,600370250a720f05f3000090
,KLARBRUNN 12PK 12 FL OZ,14.28,14.28,0,1306,0,6,,0,,,,,,,,,,,,,14.28,KLARBRUNN 12PK 12 FL OZ,,,0,,0,,,0,,,600370250a720f05f3000090
,KLARBRUNN 12PK 12 FL OZ,12.9,12.9,0,1309,0,5,,0,,,,,,,,,,,,,12.9,KLARBRUNN 12PK 12 FL OZ,,,0,,0,,,0,,,600370250a720f05f3000090
41000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,5.43,5.43,0,1315,0,3,,0,,,,,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,,,,KNORR,,5.43,KNORR CREAMY CHICKEN,,,54.3,,0,,,0,,KNORR SIDES,600370250a720f05f3000090
76840580750,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,14.46,14.46,0,1319,0,3,,0,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,14.46,BEN & JERRY' S CHUNKY MONKEY PINT,,,144.6,,0,,,0,,BEN AND JERRYS ICE CREAM,600370250a720f05f3000090
,EMIL' S SAUSAGE MUSHROOM PIZZA,6.7,6.7,0,1323,0,1,,0,,,,,,,,,,,,,6.7,EMIL' S SAUSAGE MUSHROOM PIZZA,,,0,,0,,,0,,,600370250a720f05f3000090
12000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,2.28,2.28,0,1326,0,3,,0,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,,,,PEPSI,,2.28,"PEPSI COLA, 12 OZ. CAN",,,0,,0,,,0,,PEPSI 12 OZ 12 PACK,600370250a720f05f3000090
,EMIL' S SAUSAGE MUSHROOM PIZZA,13.18,13.18,0,1329,0,2,,0,,,,,,,,,,,,,13.18,EMIL' S SAUSAGE MUSHROOM PIZZA,,,0,,0,,,0,,,600370250a720f05f3000090
76840580750,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,23.88,23.88,0,1332,0,4,,0,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,23.88,BEN & JERRY' S CHUNKY MONKEY PINT,,,238.8,,0,,,0,,BEN AND JERRYS ICE CREAM,600370250a720f05f3000090
,EMIL' S SAUSAGE MUSHROOM PIZZA,6.49,6.49,0,1338,0,1,,0,,,,,,,,,,,,,6.49,EMIL' S SAUSAGE MUSHROOM PIZZA,,,0,,0,,,0,,,600370250a720f05f3000090
,EMIL' S SAUSAGE MUSHROOM PIZZA,13.92,13.92,0,1341,0,2,,0,,,,,,,,,,,,,13.92,EMIL' S SAUSAGE MUSHROOM PIZZA,,,0,,0,,,0,,,600370250a720f05f3000090
,KNORR CREAMY CHICKEN,12.72,12.72,0,1345,0,8,,0,,,,,,,,,,,,,12.72,KNORR CREAMY CHICKEN,,,0,,0,,,0,,,600370250a720f05f3000090
,"PEPSI COLA, 12 OZ. CAN",5.44,5.44,0,1349,0,4,,0,,,,,,,,,,,,,5.44,"PEPSI COLA, 12 OZ. CAN",,,0,,0,,,0,,,600370250a720f05f3000090
,EMIL' S SAUSAGE MUSHROOM PIZZA,6.75,6.75,0,1352,0,1,,0,,,,,,,,,,,,,6.75,EMIL' S SAUSAGE MUSHROOM PIZZA,,,0,,0,,,0,,,600370250a720f05f3000090
,KLEENEX TRUSTED CARE FACIAL TISSUES,7.4,7.4,0,1355,0,2,,0,,,,,,,,,,,,,7.4,KLEENEX TRUSTED CARE FACIAL TISSUES,,,0,,0,,,0,,,600370250a720f05f3000090
12000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,1.26,1.26,0,1361,0,2,,0,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,,,,PEPSI,,1.26,"PEPSI COLA, 12 OZ. CAN",,,0,,0,,,0,,PEPSI 12 OZ 12 PACK,600370250a720f05f3000090
41000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,1.62,1.62,0,1365,0,1,,0,,,,,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,,,,KNORR,,1.62,KNORR CREAMY CHICKEN,,,16.2,,0,,,0,,KNORR SIDES,600370250a720f05f3000090
,KLARBRUNN 12PK 12 FL OZ,10.25,10.25,0,1368,0,5,,0,,,,,,,,,,,,,10.25,KLARBRUNN 12PK 12 FL OZ,,,0,,0,,,0,,,600370250a720f05f3000090
41000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,14.72,14.72,0,1372,0,8,,0,,,,,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,,,,KNORR,,14.72,KNORR CREAMY CHICKEN,,,147.2,,0,,,0,,KNORR SIDES,600370250a720f05f3000090
41000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,3.62,3.62,0,1375,0,2,,0,,,,,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,,,,KNORR,,3.62,KNORR CREAMY CHICKEN,,,36.2,,0,,,0,,KNORR SIDES,600370250a720f05f3000090
,KLARBRUNN 12PK 12 FL OZ,12.9,12.9,0,1378,0,5,,0,,,,,,,,,,,,,12.9,KLARBRUNN 12PK 12 FL OZ,,,0,,0,,,0,,,600370250a720f05f3000090
76840580750,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,4.95,4.95,0,1014,0,1,,0,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,4.95,BEN S JERRY' S CHUNKY MONKEY PINT,,,49.5,,0,,,0,,BEN AND JERRYS ICE CREAM,6002584e0a7214ad4c000081
36000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,7.96,7.96,0,1017,0,2,,0,,,,,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",550b2565e4b001d5e9e4146f,,,,KLEENEX,,7.96,KLEENEX TRUSTED CARE FACIAL TISSUES,,,79.6,,0,,,0,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",6002584e0a7214ad4c000081
,2 To Tango Nacho Cheese Dip,4.51,4.51,0,1020,0,1,,0,,,,,,,,,,,,,4.51,"DORITES NACHO CHEESE, 28.5 OZ",,,0,,0,,,0,,,6002584e0a7214ad4c000081
,EMIL' S SAUSAGE MUSHROOM PIZZA,6.65,6.65,0,1023,0,1,,0,,,,,,,,,,,,,6.65,EMIL' S SAUSAGE MUSHROOM PIZZA,,,0,,0,,,0,,,6002584e0a7214ad4c000081
,EMIL' S SAUSAGE MUSHROOM PIZZA,6.58,6.58,0,1026,0,1,,0,,,,,,,,,,,,,6.58,EMIL' S SAUSAGE MUSHROOM PIZZA,,,0,,0,,,0,,,6002584e0a7214ad4c000081
37000979715,Oral-B Glide Pro-Health Deep Clean Floss 40 M,3.99,3.99,0,1011,0,1,,0,,,,,,,,,,,ORAL-B GLIDE,,3.99,OB GLIDE 3CT,,,0,,0,,,0,,,60020af60a720f05f3000089
28400643061,DORITOS TORTILLA CHIP NACHO CHEESE BAG 14.5 OZ,4.81,4.81,0,1010,0,1,,0,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,,,,DORITOS,,4.81,"DORITOS NACHO CHEESE, 28.5 OZ",,,0,,0,,,0,4.81,DORITOS NACHO CHEESE MULTI SERVE,600260210a720f05f300008f
41000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,7.44,7.44,0,1012,0,4,,0,,,,,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,,,,KNORR,,7.44,KNORR CREAMY CHICKEN,,,74.4,,0,,,0,7.44,KNORR SIDES,600260210a720f05f300008f
76840580750,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,27.75,27.75,0,1015,0,5,,0,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,27.75,BEN & JERRY' S CHUNKY MONKEY PINT,,,277.5,,0,,,0,27.75,BEN AND JERRYS ICE CREAM,600260210a720f05f300008f
41000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,1.84,1.84,0,1018,0,1,,0,,,,,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,,,,KNORR,,1.84,KNORR CREAMY CHICKEN,,,18.4,,0,,,0,1.84,KNORR SIDES,600260210a720f05f300008f
36000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,8.92,8.92,0,1020,0,2,,0,,,,,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",550b2565e4b001d5e9e4146f,,,,KLEENEX,,8.92,KLEENEX TRUSTED CARE FACIAL TISSUES,,,89.2,,0,,,0,8.92,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",600260210a720f05f300008f
28400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,4.6,4.6,0,1023,0,1,,0,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,,,,DORITOS,,4.6,"DORITOS NACHO CHEESE, 28.5 OZ",,,0,,0,,,0,4.6,DORITOS NACHO CHEESE MULTI SERVE,600260210a720f05f300008f
,HYV GRADE A X LRG EG,1.29,1.29,0,1032,0,1,,0,,,,,,,,,,,,,1.29,HYV GRADE A X LRG EG,,,0,,0,,,0,1.29,,600260210a720f05f300008f
,HYV LF BLUEBERRY YOG,0.54,0.54,0,1033,0,1,,0,,,,,,,,,,,LIGHT & FIT,,0.54,HYV LF BLUEBERRY YOG,,,0,,0,,,0,0.54,,600260210a720f05f300008f
36632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.54,0.54,0,1034,0,1,,0,,,,,,YOPLAIT GREEK YOGURT,5332f5f3e4b03c9a25efd0ae,,,,LIGHT & FIT GREEK,,0.54,HYV LF KEY LIME PIE,,,0,,1,,,0,0.54,,600260210a720f05f300008f
,HYV LF PEACH YOGURT,0.54,0.54,0,1035,0,1,,0,,,,,,,,,,,LIGHT & FIT,,0.54,HYV LF PEACH YOGURT,,,0,,0,,,0,0.54,,600260210a720f05f300008f
,HYV LF VANILLA YOGUR,0.54,0.54,0,1036,0,1,,0,,,,,,,,,,,LIGHT & FIT,,0.54,HYV LF VANILLA YOGUR,,,0,,0,,,0,0.54,,600260210a720f05f300008f
,1% Milk,3.99,3.99,0,1037,0,1,,0,,,,,,,,,,,,,3.99,SASSY COW 1% MILK,,,0,,0,,,0,3.99,,600260210a720f05f300008f
75706191031,CNS CLSC THN SPR BLCK OLV GRN PPR ONN WHL MLK MZRL PRMS RMN 25.49 OZ,5.99,5.99,0,1040,0,1,,0,,,,,,,559c2234e4b06aca36af13c6,,,,CONNIE'S PIZZA,,5.99,CONNIES SUPREME PIZZ,,,0,,0,,,0,5.99,,600260210a720f05f300008f
28800296737,Hanover Mixed Vegetables,2.29,2.29,0,1041,0,1,,0,,,,,,BIRDS EYE STEAMFRESH PLAIN FROZEN VEGETABLES,5e825d64f221c312e698a62a,,,,HANOVER,,2.29,HV MIXED VEGETABLES,,,0,,1,,,0,2.29,,600260210a720f05f300008f
19600920106,Van de Kamp's - Crispy Fish Fillets 19.45-oz,6.99,6.99,0,1042,0,1,,0,,,,,,,559c2234e4b06aca36af13c6,,,,VAN DE KAMP'S,SMART ONES,6.99,VAN DE KAMP JUMBO FI,,,0,,0,,,0,6.99,,600260210a720f05f300008f
,GRIMES NSA RED KIDNE,1.09,1.09,0,1045,0,1,,0,,,,,,,,,,,,,1.09,GRIMES NSA RED KIDNE,,,0,,0,,,0,1.09,,600260210a720f05f300008f
28189000079,HTCH JLPN PPR SLCD JAR SLCT 12 OZ,1.19,1.19,0,1046,0,1,,0,,,,,,,559c2234e4b06aca36af13c6,,,,HATCH FARMS,,1.19,HATCH NACHO SLCD JAL,,,0,,0,,,0,1.19,,600260210a720f05f300008f
,HYV CLOVER HNY BEAR,5.99,5.99,0,1048,0,1,,0,,,,,,,,,,,,,5.99,HYV CLOVER HNY BEAR,,,0,,0,,,0,5.99,,600260210a720f05f300008f
,HYV KETTLE MESQ BBQ,2.39,2.39,0,1049,0,1,,0,,,,,,,,,,,,,2.39,HYV KETTLE MESQ BBQ,,,0,,0,,,0,2.39,,600260210a720f05f300008f
,KELL ORIG FRSTD MINI,4.29,4.29,0,1050,0,1,,0,,,,,,,,,,,KELLOGG'S,,4.29,KELL ORIG FRSTD MINI,,,0,,0,,,0,4.29,,600260210a720f05f300008f
,SIMPLY HVY DUTY FOIL,2.99,2.99,0,1051,0,1,,0,,,,,,,,,,,,,2.99,SIMPLY HVY DUTY FOIL,,,0,,0,,,0,2.99,,600260210a720f05f300008f
58496723002,WSTMP SS CTSNK RPGBG CHKN 6.3OZ,1.99,1.99,0,1052,0,1,,0,,,,,,,550b2565e4b001d5e9e4146f,,,,TEMPTATIONS,,1.99,TEMPT TASTY CHICKEN,,,0,,0,,,0,1.99,,600260210a720f05f300008f
58449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,3.99,0,1055,0,1,,0,,,,,,,559c2234e4b06aca36af13c6,,,,NATURE'S PATH ORGANIC,,3.99,NATURES PATH OF OATS,,,0,,0,,,0,3.99,,600260210a720f05f300008f
,HYV MED CHED BRICK,4.99,4.99,0,1059,0,1,,0,,,,,,,,,,,,,4.99,HYV MED CHED BRICK,,,0,,0,,,0,4.99,,600260210a720f05f300008f
48500256763,DOLE ORANGE PEACH MANGO JUICE VITAMIN C ENRICHED FROM CONCNTRT PSTRZD CARTON 1 CT 59 OZ,1.31,1.31,0,1062,0,1,,0,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DOLE BLENDS MULTI SERVE,5332f5fbe4b03c9a25efd0ba,,,,DOLE,,1.31,DOLE BANANAS,,,0,,0,,,0,1.31,DOLE BLENDS MULTI SERVE,600260210a720f05f300008f
4816,Golden Sweet Potato,2.21,2.21,0,1064,0,1,,0,,,,,,,,,,,,,2.21,GOLDEN SWT POTATO,,,0,,0,,,0,2.21,,600260210a720f05f300008f
,Green Bell Peppers,0.88,0.88,0,1066,0,1,,0,,,,,,,,,,,,,0.88,GREEN BELL PEPPERS,,,0,,0,,,0,0.88,,600260210a720f05f300008f
4166,Other Sweet Onions,0.91,0.91,0,1067,0,1,,0,,,,,,,,,,,,,0.91,SWEET ONIONS,,,0,,0,,,0,0.91,,600260210a720f05f300008f
71100007299,Hidden Valley Original Ranch Fat Free Salad Dressing 24 Oz,1.99,1.99,0,1072,0,1,,0,,,,Action not allowed for user and CPG,5eebc5412455c97a877ef382,HIDDEN VALLEY SALAD DRESSING 21OZ AND LARGER,5eebc5412455c97a877ef382,,,,HIDDEN VALLEY,,1.99,HV CAGE FREE LG WHT,,,0,,0,,,0,1.99,HIDDEN VALLEY SALAD DRESSING 21OZ AND LARGER,600260210a720f05f300008f
,Fat Free Half And Half,1.84,1.84,0,1073,0,1,,0,,,,,,,,,,,,,1.84,HYV HALF & HALF,,,0,,0,,,0,1.84,,600260210a720f05f300008f
36632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.56,0.56,0,1074,0,1,,0,,,,,,YOPLAIT GREEK YOGURT,5332f5f3e4b03c9a25efd0ae,,,,LIGHT & FIT GREEK,,0.56,HYV LF KEY LIME PIE,,,0,,1,,,0,0.56,,600260210a720f05f300008f
,HYV LF ORANGE CREAM,0.56,0.56,0,1075,0,1,,0,,,,,,,,,,,DANNON,,0.56,HYV LF ORANGE CREAM,,,0,,0,,,0,0.56,,600260210a720f05f300008f
,HYV LF VANILLA YOGUR,0.56,0.56,0,1076,0,1,,0,,,,,,,,,,,LIGHT & FIT,,0.56,HYV LF VANILLA YOGUR,,,0,,0,,,0,0.56,,600260210a720f05f300008f
,Unsalted Sweet Cream Butter,3.99,3.99,0,1077,0,1,,0,,,,,,,,,,,,,3.99,HYV UNSLTD SWT BTR,,,0,,0,,,0,3.99,,600260210a720f05f300008f
,2% Milk,4.09,4.09,0,1078,0,1,,0,,,,,,,,,,,,,4.09,SASSY COW 2% MILK,,,0,,0,,,0,4.09,,600260210a720f05f300008f
71007023095,EL MNT MLD BF BN GRN CHL BRT KP FRZN BAG 32 OZ,4.99,4.99,0,1081,0,1,,0,,,,,,,559c2234e4b06aca36af13c6,,,,EL MONTEREY,,4.99,EL MONT GREEN CHILI,,,0,,0,,,0,4.99,,600260210a720f05f300008f
,BIGELOW GRN TEA W/LE,3.49,3.49,0,1084,0,1,,0,,,,,,,,,,,,,3.49,BIGELOW GRN TEA W/LE,,,0,,0,,,0,3.49,,600260210a720f05f300008f
,HYV KETTLE MESQ BBQ,2.39,2.39,0,1086,0,1,,0,,,,,,,,,,,,,2.39,HYV KETTLE MESQ BBQ,,,0,,0,,,0,2.39,,600260210a720f05f300008f
,HYV KETTLE PUB MUSTA,2.39,2.39,0,1087,0,1,,0,,,,,,,,,,,,,2.39,HYV KETTLE PUB MUSTA,,,0,,0,,,0,2.39,,600260210a720f05f300008f
,HYV SELECT WIDE NOOD,2.99,2.99,0,1088,0,1,,0,,,,,,,,,,,,,2.99,HYV SELECT WIDE NOOD,,,0,,0,,,0,2.99,,600260210a720f05f300008f
,KIKKO THAI CHILI SCE,3.79,3.79,0,1089,0,1,,0,,,,,,,,,,,,,3.79,KIKKO THAI CHILI SCE,,,0,,0,,,0,3.79,,600260210a720f05f300008f
,SPL K ORIGINAL,1.88,1.88,0,1091,0,1,,0,,,,,,,,,,,,,1.88,SPL K ORIGINAL,,,0,,0,,,0,1.88,,600260210a720f05f300008f
,SWANSON UNSLTD CKN,5.58,5.58,0,1092,0,2,,0,,,,,,,,,,,,,5.58,SWANSON UNSLTD CKN,,,0,,0,,,0,5.58,,600260210a720f05f300008f
,YUBAN TRDTNL ROAST,5.99,5.99,0,1094,0,1,,0,,,,,,,,,,,,,5.99,YUBAN TRDTNL ROAST,,,0,,0,,,0,5.99,,600260210a720f05f300008f
,HILLS TRKY POLSKA KI,3.99,3.99,0,1097,0,1,,0,,,,,,,,,,,,,3.99,HILLS TRKY POLSKA KI,,,0,,0,,,0,3.99,,600260210a720f05f300008f
,HYV DICED COOKED HAM,2.99,2.99,0,1098,0,1,,0,,,,,,,,,,,,,2.99,HYV DICED COOKED HAM,,,0,,0,,,0,2.99,,600260210a720f05f300008f
,HYV EX SHARP CHEDDAR,2.79,2.79,0,1099,0,1,,0,,,,,,,,,,,,,2.79,HYV EX SHARP CHEDDAR,,,0,,0,,,0,2.79,,600260210a720f05f300008f
,JUST BARE CKN BREAST,6.99,6.99,0,1100,0,1,,0,,,,,,,,,,,,,6.99,JUST BARE CKN BREAST,,,0,,0,,,0,6.99,,600260210a720f05f300008f
,LEAN GRND BF 93% 7%,5.99,5.99,0,1101,0,1,,0,,,,,,,,,,,,,5.99,LEAN GRND BF 93% 7%,,,0,,0,,,0,5.99,,600260210a720f05f300008f
,BLUEBERRIES,2.99,2.99,0,1104,0,1,,0,,,,,,,,,,,,,2.99,BLUEBERRIES,,,0,,0,,,0,2.99,,600260210a720f05f300008f
,BROCCOLI,2.99,2.99,0,1105,0,1,,0,,,,,,,,,,,,,2.99,BROCCOLI,,,0,,0,,,0,2.99,,600260210a720f05f300008f
,CAL ORG WHOLE CARTS,2.49,2.49,0,1106,0,1,,0,,,,,,,,,,,,,2.49,CAL ORG WHOLE CARTS,,,0,,0,,,0,2.49,,600260210a720f05f300008f
,DOLE BANANAS,1.53,1.53,0,1107,0,1,,0,,,,,,,,,,,,,1.53,DOLE BANANAS,,,0,,0,,,0,1.53,,600260210a720f05f300008f
,DOLE ITALIAN BLEND,3.49,3.49,0,1109,0,1,,0,,,,,,,,,,,,,3.49,DOLE ITALIAN BLEND,,,0,,0,,,0,3.49,,600260210a720f05f300008f
,GREEN CABBAGE,2.05,2.05,0,1110,0,1,,0,,,,,,,,,,,,,2.05,GREEN CABBAGE,,,0,,0,,,0,2.05,,600260210a720f05f300008f
,LEEK,3.99,3.99,0,1112,0,1,,0,,,,,,,,,,,,,3.99,LEEK,,,0,,0,,,0,3.99,,600260210a720f05f300008f
,YELLOW ONIONS,1.82,1.82,0,1113,0,5,,0,,,,,,,,,,,,,1.82,YELLOW ONIONS,,,0,,0,,,0,1.82,,600260210a720f05f300008f
,BAREFOOT PINOT NOIR,19.99,19.99,0,1117,0,1,,0,,,,,,,,,,,,,19.99,BAREFOOT PINOT NOIR,,,0,,0,,,0,19.99,,600260210a720f05f300008f
,HYV 4% LRG CURD COTT,1.47,1.47,0,1118,0,1,,0,,,,,,,,,,,,,1.47,HYV 4% LRG CURD COTT,,,0,,0,,,0,1.47,,600260210a720f05f300008f
,HYV 4% LRG CURD COTT,1.47,1.47,0,1120,0,1,,0,,,,,,,,,,,,,1.47,HYV 4% LRG CURD COTT,,,0,,0,,,0,1.47,,600260210a720f05f300008f
36632037541,Light & Fit Greek Blackberry Yogurt,0.56,0.56,0,1121,0,1,,0,,,,,,YOPLAIT GREEK YOGURT,5332f5f3e4b03c9a25efd0ae,,,,LIGHT & FIT GREEK,,0.56,HYV LF BLACKBERRY YO,,,0,,1,,,0,0.56,,600260210a720f05f300008f
36632013095,Light & Fit Vanilla Yogurt,0.56,0.56,0,1122,0,1,,0,,,,,,YOPLAIT YOGURT LIGHT,5332f5f3e4b03c9a25efd0ae,,,,LIGHT & FIT,,0.56,HYV LF LEMON YOGURT,,,0,,1,,,0,0.56,,600260210a720f05f300008f
,HYV LF PEACH YOGURT,0.56,0.56,0,1123,0,1,,0,,,,,,,,,,,LIGHT & FIT,,0.56,HYV LF PEACH YOGURT,,,0,,0,,,0,0.56,,600260210a720f05f300008f
,HYV LF VANILLA YOGUR,0.56,0.56,0,1124,0,1,,0,,,,,,,,,,,LIGHT & FIT,,0.56,HYV LF VANILLA YOGUR,,,0,,0,,,0,0.56,,600260210a720f05f300008f
